"order_month","product_category_name","order_count"
"2018-05","sinalizacao_e_seguranca","11"
"2018-06","alimentos_bebidas","11"
"2018-06","agro_industria_e_comercio","10"
"2018-02","fashion_calcados","10"
"2017-03","casa_construcao","10"
"2018-08","industria_comercio_e_negocios","10"
"2017-03","instrumentos_musicais","10"
"2017-10","sinalizacao_e_seguranca","10"
"2017-04","eletrodomesticos","10"
"2018-01","flores","10"
"2018-01","fashion_calcados","10"
"2016-10","climatizacao","10"
"2017-08","construcao_ferramentas_jardim","10"
"2017-03","eletrodomesticos","10"
"2017-01","moveis_sala","10"
"2018-05","livros_importados","10"
"2017-07","telefonia_fixa","10"
"2018-07","moveis_quarto","10"
"2017-08","livros_tecnicos","10"
"2017-05","tablets_impressao_imagem","10"
"2018-08","telefonia_fixa","10"
"2017-09","eletrodomesticos","10"
"2016-10","consoles_games","10"
"2018-08","cine_foto","10"
"2017-06","artes","10"
"2017-10","livros_interesse_geral","10"
"2017-11","construcao_ferramentas_iluminacao","10"
"2018-01","construcao_ferramentas_seguranca","10"
"2017-10","eletrodomesticos_2","10"
"2018-01","telefonia_fixa","10"
"2017-06","fashion_roupa_masculina","10"
"2016-10","fashion_bolsas_e_acessorios","9"
"2017-11","fashion_underwear_e_moda_praia","9"
"2018-02","construcao_ferramentas_seguranca","9"
"2017-10","construcao_ferramentas_jardim","9"
"2017-12","industria_comercio_e_negocios","9"
"2017-05","artes","9"
"2017-07","fashion_roupa_masculina","9"
"2017-09","sinalizacao_e_seguranca","9"
"2017-02","instrumentos_musicais","9"
"2018-03","sinalizacao_e_seguranca","9"
"2017-02","fashion_underwear_e_moda_praia","9"
"2018-08","artes_e_artesanato","9"
"2017-05","construcao_ferramentas_jardim","9"
"2017-05","eletrodomesticos_2","9"
"2018-06","moveis_quarto","9"
"2018-04","fashion_calcados","9"
"2017-05","telefonia_fixa","9"
"2017-05","moveis_cozinha_area_de_servico_jantar_e_jardim","9"
"2017-09","audio","9"
"2017-09","alimentos_bebidas","9"
"2018-05","agro_industria_e_comercio","9"
"2017-02","alimentos","9"
"2018-01","artigos_de_natal","9"
"2018-07","livros_importados","9"
"2017-05","moveis_quarto","9"
"2018-01","moveis_colchao_e_estofado","9"
"2017-03","fashion_roupa_masculina","9"
"2017-04","moveis_cozinha_area_de_servico_jantar_e_jardim","9"
"2017-11","industria_comercio_e_negocios","8"
"2018-01","sinalizacao_e_seguranca","8"
"2017-12","construcao_ferramentas_seguranca","8"
"2018-02","moveis_quarto","8"
"2017-08","alimentos","8"
"2017-04","tablets_impressao_imagem","8"
"2017-07","construcao_ferramentas_jardim","8"
"2018-08","market_place","8"
"2016-10","cama_mesa_banho","8"
"2017-05","climatizacao","8"
"2018-07","artigos_de_natal","8"
"2017-12","eletrodomesticos_2","8"
"2017-09","climatizacao","8"
"2018-06","livros_importados","8"
"2018-01","fashion_underwear_e_moda_praia","8"
"2018-06","market_place","8"
"2017-02","tablets_impressao_imagem","8"
"2017-06","casa_construcao","8"
"2017-07","eletrodomesticos_2","8"
"2017-12","moveis_colchao_e_estofado","8"
"2017-10","eletrodomesticos","8"
"2018-01","construcao_ferramentas_ferramentas","8"
"2016-10","cool_stuff","8"
"2017-02","livros_interesse_geral","8"
"2017-01","moveis_quarto","8"
"2017-04","alimentos","8"
"2017-06","construcao_ferramentas_construcao","8"
"2018-03","construcao_ferramentas_ferramentas","8"
"2017-07","alimentos_bebidas","8"
"2018-07","portateis_cozinha_e_preparadores_de_alimentos","8"
"2017-09","eletrodomesticos_2","7"
"2018-04","moveis_quarto","7"
"2018-05","dvds_blu_ray","7"
"2018-07","pcs","7"
"2017-08","construcao_ferramentas_construcao","7"
"2018-03","cine_foto","7"
"2017-05","fashion_underwear_e_moda_praia","7"
"2017-05","casa_construcao","7"
"2018-05","artigos_de_natal","7"
"2017-02","agro_industria_e_comercio","7"
"2018-02","fashion_underwear_e_moda_praia","7"
"2017-04","construcao_ferramentas_jardim","7"
"2018-01","construcao_ferramentas_iluminacao","7"
"2018-07","cine_foto","7"
"2017-07","alimentos","7"
"2017-04","fashion_roupa_masculina","7"
"2017-09","livros_tecnicos","7"
"2017-08","audio","7"
"2017-04","bebidas","7"
"2018-03","artes","7"
"2017-02","fashion_roupa_masculina","7"
"2018-06","artigos_de_natal","7"
"2018-05","moveis_quarto","7"
"2018-06","fashion_roupa_masculina","7"
"2018-06","fashion_underwear_e_moda_praia","7"
"2017-08","dvds_blu_ray","7"
"2017-02","eletrodomesticos","7"
"2017-07","audio","7"
"2018-06","fraldas_higiene","7"
"2017-09","bebidas","7"
"2017-11","livros_tecnicos","6"
"2018-03","portateis_casa_forno_e_cafe","6"
"2018-08","musica","6"
"2017-10","livros_tecnicos","6"
"2017-09","construcao_ferramentas_jardim","6"
"2018-01","livros_importados","6"
"2017-03","fashion_underwear_e_moda_praia","6"
"2018-05","musica","6"
"2016-10","moveis_escritorio","6"
"2017-12","tablets_impressao_imagem","6"
"2017-08","tablets_impressao_imagem","6"
"2017-06","tablets_impressao_imagem","6"
"2018-03","artigos_de_festas","6"
"2017-12","construcao_ferramentas_ferramentas","6"
"2017-09","fashion_esporte","6"
"2017-12","construcao_ferramentas_jardim","6"
"2017-11","tablets_impressao_imagem","6"
"2018-02","moveis_colchao_e_estofado","6"
"2018-04","fashion_underwear_e_moda_praia","6"
"2017-07","sinalizacao_e_seguranca","6"
"2018-05","fashion_underwear_e_moda_praia","6"
"2018-03","fraldas_higiene","6"
"2017-06","fashion_esporte","6"
"2017-08","moveis_cozinha_area_de_servico_jantar_e_jardim","6"
"2018-06","dvds_blu_ray","6"
"2017-07","construcao_ferramentas_construcao","6"
"2018-03","moveis_quarto","6"
"2017-11","flores","6"
"2017-09","moveis_cozinha_area_de_servico_jantar_e_jardim","6"
"2017-03","artes","5"
"2017-07","cds_dvds_musicais","5"
"2017-11","sinalizacao_e_seguranca","5"
"2018-07","fashion_roupa_masculina","5"
"2017-01","market_place","5"
"2017-12","livros_tecnicos","5"
"2018-03","fashion_underwear_e_moda_praia","5"
"2018-08","portateis_cozinha_e_preparadores_de_alimentos","5"
"2016-10","ferramentas_jardim","5"
"2017-12","telefonia_fixa","5"
"2017-10","construcao_ferramentas_ferramentas","5"
"2017-09","telefonia_fixa","5"
"2017-03","alimentos_bebidas","5"
"2017-03","tablets_impressao_imagem","5"
"2018-01","moveis_quarto","5"
"2018-04","fashion_roupa_feminina","5"
"2017-10","agro_industria_e_comercio","5"
"2017-03","bebidas","5"
"2017-06","eletrodomesticos_2","5"
"2017-11","construcao_ferramentas_ferramentas","5"
"2017-10","dvds_blu_ray","5"
"2018-05","construcao_ferramentas_ferramentas","5"
"2017-07","moveis_quarto","5"
"2016-10","relogios_presentes","5"
"2017-03","dvds_blu_ray","5"
"2018-01","fashion_roupa_masculina","5"
"2018-01","fraldas_higiene","5"
"2017-01","eletroportateis","5"
"2017-02","audio","5"
"2017-11","telefonia_fixa","5"
"2017-05","fashion_roupa_feminina","5"
"2016-10","telefonia_fixa","5"
"2018-04","cine_foto","5"
"2017-10","casa_conforto_2","5"
"2018-02","portateis_casa_forno_e_cafe","5"
"2017-04","casa_construcao","5"
"2017-09","construcao_ferramentas_seguranca","5"
"2017-04","moveis_quarto","5"
"2017-02","eletrodomesticos_2","5"
"2018-04","dvds_blu_ray","5"
"2017-03","construcao_ferramentas_construcao","4"
"2018-08","fashion_calcados","4"
"2017-06","musica","4"
"2017-06","construcao_ferramentas_jardim","4"
"2017-07","fashion_roupa_feminina","4"
"2017-06","sinalizacao_e_seguranca","4"
"2017-04","fashion_underwear_e_moda_praia","4"
"2018-07","fraldas_higiene","4"
"2017-07","la_cuisine","4"
"2018-03","fashion_roupa_feminina","4"
"2017-09","moveis_quarto","4"
"2016-10","industria_comercio_e_negocios","4"
"2018-03","moveis_colchao_e_estofado","4"
"2017-08","artes","4"
"2017-01","climatizacao","4"
"2017-09","livros_importados","4"
"2017-11","artigos_de_festas","4"
"2017-09","fashion_roupa_feminina","4"
"2017-05","dvds_blu_ray","4"
"2017-08","agro_industria_e_comercio","4"
"2017-11","livros_importados","4"
"2018-04","livros_importados","4"
"2017-01","eletrodomesticos_2","4"
"2017-09","artigos_de_natal","4"
"2018-04","musica","4"
"2017-02","casa_construcao","4"
"2017-04","fashion_esporte","4"
"2017-09","agro_industria_e_comercio","4"
"2018-07","fashion_calcados","4"
"2017-06","moveis_cozinha_area_de_servico_jantar_e_jardim","4"
"2017-05","fashion_roupa_masculina","4"
"2016-10","pet_shop","4"
"2018-05","artigos_de_festas","4"
"2017-08","sinalizacao_e_seguranca","4"
"2017-06","dvds_blu_ray","4"
"2018-06","construcao_ferramentas_ferramentas","4"
"2017-12","fashion_roupa_masculina","4"
"2017-08","fashion_roupa_feminina","4"
"2018-07","market_place","4"
"2018-05","fraldas_higiene","4"
"2017-10","moveis_quarto","4"
"2017-07","climatizacao","4"
"2017-01","moveis_escritorio","4"
"2017-10","industria_comercio_e_negocios","4"
"2018-02","fashion_roupa_masculina","4"
"2018-02","flores","4"
"2018-02","fraldas_higiene","4"
"2017-05","agro_industria_e_comercio","4"
"2017-05","fashion_esporte","3"
"2018-04","fraldas_higiene","3"
"2017-08","casa_conforto_2","3"
"2018-02","livros_importados","3"
"2017-02","construcao_ferramentas_construcao","3"
"2018-08","fashion_roupa_feminina","3"
"2018-02","casa_conforto_2","3"
"2017-02","dvds_blu_ray","3"
"2017-09","construcao_ferramentas_ferramentas","3"
"2017-12","livros_importados","3"
"2016-09","beleza_saude","3"
"2017-07","artes","3"
"2018-06","musica","3"
"2017-07","fashion_underwear_e_moda_praia","3"
"2017-02","fashion_calcados","3"
"2017-05","moveis_colchao_e_estofado","3"
"2017-01","malas_acessorios","3"
"2017-02","fashion_roupa_feminina","3"
"2017-08","cds_dvds_musicais","3"
"2017-12","artes","3"
"2017-04","alimentos_bebidas","3"
"2018-08","fraldas_higiene","3"
"2018-06","portateis_casa_forno_e_cafe","3"
"2018-03","tablets_impressao_imagem","3"
"2017-01","agro_industria_e_comercio","3"
"2017-07","dvds_blu_ray","3"
"2017-03","moveis_cozinha_area_de_servico_jantar_e_jardim","3"
"2017-06","artigos_de_natal","3"
NULL,"moveis_decoracao","3"
"2018-03","livros_importados","3"
"2018-01","tablets_impressao_imagem","3"
"2018-03","flores","3"
"2017-03","casa_conforto_2","3"
"2018-07","casa_conforto_2","3"
"2017-04","sinalizacao_e_seguranca","3"
"2017-09","tablets_impressao_imagem","3"
"2017-11","moveis_quarto","3"
NULL,"cool_stuff","3"
"2017-10","artes","3"
"2017-11","dvds_blu_ray","3"
"2017-05","alimentos","3"
"2017-10","fashion_underwear_e_moda_praia","3"
"2018-07","musica","3"
"2017-11","casa_conforto_2","3"
"2017-06","fashion_roupa_feminina","3"
"2017-07","bebidas","3"
"2017-08","moveis_quarto","3"
"2018-07","pc_gamer","3"
"2017-08","industria_comercio_e_negocios","3"
"2017-09","artes","3"
"2017-05","livros_tecnicos","3"
"2018-08","fashion_roupa_masculina","3"
"2017-02","casa_conforto","3"
"2017-11","cds_dvds_musicais","3"
"2017-12","climatizacao","3"
"2017-01","casa_conforto_2","2"
"2017-04","dvds_blu_ray","2"
"2017-12","construcao_ferramentas_iluminacao","2"
"2017-04","eletrodomesticos_2","2"
"2017-12","flores","2"
"2017-12","fraldas_higiene","2"
"2017-11","moveis_colchao_e_estofado","2"
"2017-12","sinalizacao_e_seguranca","2"
"2017-11","fashion_roupa_feminina","2"
"2018-01","artigos_de_festas","2"
"2018-01","cine_foto","2"
"2018-01","dvds_blu_ray","2"
"2017-03","livros_tecnicos","2"
"2018-01","fashion_esporte","2"
"2018-01","fashion_roupa_feminina","2"
"2017-03","industria_comercio_e_negocios","2"
"2017-03","fashion_roupa_feminina","2"
"2017-03","eletrodomesticos_2","2"
"2017-04","musica","2"
"2017-03","construcao_ferramentas_seguranca","2"
"2017-04","pc_gamer","2"
"2018-02","cine_foto","2"
"2018-02","fashion_roupa_feminina","2"
"2017-10","fashion_roupa_infanto_juvenil","2"
"2018-02","musica","2"
"2017-10","construcao_ferramentas_iluminacao","2"
"2017-03","agro_industria_e_comercio","2"
"2017-10","artigos_de_festas","2"
"2018-03","dvds_blu_ray","2"
"2018-03","fashion_roupa_infanto_juvenil","2"
"2017-02","moveis_cozinha_area_de_servico_jantar_e_jardim","2"
"2018-03","musica","2"
"2017-05","construcao_ferramentas_ferramentas","2"
"2017-09","industria_comercio_e_negocios","2"
"2018-04","artigos_de_festas","2"
"2017-09","dvds_blu_ray","2"
"2017-02","construcao_ferramentas_jardim","2"
"2018-04","flores","2"
"2018-04","la_cuisine","2"
"2017-09","artigos_de_festas","2"
"2017-05","industria_comercio_e_negocios","2"
"2017-08","portateis_casa_forno_e_cafe","2"
"2017-08","moveis_colchao_e_estofado","2"
"2017-08","la_cuisine","2"
"2018-05","flores","2"
"2017-01","musica","2"
"2018-05","portateis_cozinha_e_preparadores_de_alimentos","2"
"2017-01","livros_interesse_geral","2"
"2017-08","construcao_ferramentas_iluminacao","2"
"2018-06","artigos_de_festas","2"
"2018-06","casa_conforto_2","2"
"2017-08","bebidas","2"
"2017-01","fashion_roupa_feminina","2"
"2018-06","flores","2"
"2017-05","sinalizacao_e_seguranca","2"
"2017-07","tablets_impressao_imagem","2"
NULL,"esporte_lazer","2"
"2018-07","artigos_de_festas","2"
"2017-06","alimentos_bebidas","2"
"2017-07","industria_comercio_e_negocios","2"
"2017-01","alimentos","2"
"2018-07","fashion_underwear_e_moda_praia","2"
"2018-07","flores","2"
"2017-07","casa_construcao","2"
"2017-07","artigos_de_natal","2"
NULL,"telefonia","2"
"2017-06","moveis_quarto","2"
"2016-10","eletronicos","2"
"2018-08","fashion_underwear_e_moda_praia","2"
"2017-06","livros_tecnicos","2"
"2017-06","livros_importados","2"
"2017-06","industria_comercio_e_negocios","2"
"2017-12","artigos_de_festas","2"
"2016-10","audio","2"
"2017-04","cine_foto","2"
"2017-05","pc_gamer","1"
"2017-08","artigos_de_natal","1"
"2017-07","construcao_ferramentas_iluminacao","1"
"2017-01","fashion_calcados","1"
"2017-01","fashion_roupa_masculina","1"
"2017-01","fashion_underwear_e_moda_praia","1"
"2017-08","casa_construcao","1"
"2018-09","moveis_cozinha_area_de_servico_jantar_e_jardim","1"
"2017-01","instrumentos_musicais","1"
"2017-04","fashion_roupa_feminina","1"
NULL,"eletroportateis","1"
"2018-05","tablets_impressao_imagem","1"
"2017-01","moveis_cozinha_area_de_servico_jantar_e_jardim","1"
"2017-08","construcao_ferramentas_seguranca","1"
"2017-08","fashion_esporte","1"
"2017-01","pcs","1"
"2017-03","sinalizacao_e_seguranca","1"
"2017-07","casa_conforto_2","1"
"2018-05","fashion_roupa_masculina","1"
"2018-07","moveis_colchao_e_estofado","1"
"2017-06","bebidas","1"
"2017-08","fashion_roupa_infanto_juvenil","1"
"2017-06","casa_conforto_2","1"
"2017-01","seguros_e_servicos","1"
"2017-08","livros_importados","1"
"2017-05","la_cuisine","1"
"2018-05","artes_e_artesanato","1"
"2017-05","fashion_roupa_infanto_juvenil","1"
"2018-04","tablets_impressao_imagem","1"
"2017-02","cine_foto","1"
"2017-09","casa_conforto_2","1"
"2017-09","cine_foto","1"
"2018-04","fashion_roupa_masculina","1"
"2017-06","cine_foto","1"
"2018-04","fashion_esporte","1"
"2017-09","construcao_ferramentas_iluminacao","1"
"2018-04","cds_dvds_musicais","1"
"2016-10","livros_tecnicos","1"
"2017-04","casa_conforto_2","1"
"2017-07","artigos_de_festas","1"
"2016-10","livros_interesse_geral","1"
"2017-07","artes_e_artesanato","1"
"2018-04","casa_conforto_2","1"
"2018-04","artes_e_artesanato","1"
"2017-02","industria_comercio_e_negocios","1"
"2017-02","livros_importados","1"
"2017-02","livros_tecnicos","1"
"2017-09","moveis_colchao_e_estofado","1"
"2017-05","construcao_ferramentas_construcao","1"
"2017-07","agro_industria_e_comercio","1"
"2016-10","fraldas_higiene","1"
"2018-03","la_cuisine","1"
"2016-10","fashion_roupa_masculina","1"
"2017-11","la_cuisine","1"
"2017-09","portateis_casa_forno_e_cafe","1"
"2018-03","fashion_esporte","1"
"2017-02","moveis_quarto","1"
"2017-09","seguros_e_servicos","1"
"2016-10","fashion_roupa_feminina","1"
"2017-05","cine_foto","1"
"2018-03","casa_conforto_2","1"
"2017-02","pcs","1"
"2017-05","bebidas","1"
"2016-10","fashion_calcados","1"
"2018-08","dvds_blu_ray","1"
"2017-06","pc_gamer","1"
"2017-05","artes_e_artesanato","1"
"2017-10","cds_dvds_musicais","1"
"2017-10","cine_foto","1"
"2017-04","construcao_ferramentas_ferramentas","1"
"2017-12","moveis_quarto","1"
"2018-02","pc_gamer","1"
"2018-08","fashion_esporte","1"
"2017-10","fashion_esporte","1"
"2018-02","dvds_blu_ray","1"
"2017-12","fashion_esporte","1"
"2017-10","la_cuisine","1"
"2017-10","musica","1"
"2017-10","tablets_impressao_imagem","1"
"2018-01","portateis_casa_forno_e_cafe","1"
"2017-03","fashion_esporte","1"
"2018-08","livros_importados","1"
"2018-01","musica","1"
"2017-04","artigos_de_natal","1"
"2017-12","dvds_blu_ray","1"
"2017-11","artes","1"
"2017-12","fashion_roupa_feminina","1"
NULL,"construcao_ferramentas_seguranca","1"
"2018-01","la_cuisine","1"
"2017-04","moveis_colchao_e_estofado","1"
"2017-06","fashion_underwear_e_moda_praia","1"
"2017-04","livros_tecnicos","1"
"2017-11","cine_foto","1"
"2018-08","pc_gamer","1"
NULL,"cama_mesa_banho","1"
"2017-04","livros_importados","1"
"2017-06","fashion_roupa_infanto_juvenil","1"
"2016-10","alimentos","1"
"2017-04","la_cuisine","1"
"2017-03","musica","1"
"2017-11","fashion_esporte","1"
NULL,"ferramentas_jardim","1"
"2017-07","livros_tecnicos","1"
"2017-07","fashion_esporte","1"
"2017-07","moveis_colchao_e_estofado","1"
"2017-12","cds_dvds_musicais","1"
"2018-06","tablets_impressao_imagem","1"
"2017-06","alimentos","1"
"2017-06","agro_industria_e_comercio","1"
"2017-01","construcao_ferramentas_construcao","1"
"2017-07","musica","1"
"2017-07","portateis_casa_forno_e_cafe","1"
"2016-12","fashion_bolsas_e_acessorios","1"
"2018-07","dvds_blu_ray","1"
"2018-06","fashion_roupa_infanto_juvenil","1"
